district_code,category,coverage_pct
KA_KODAGU,DIGITAL,66.9
KA_KODAGU,HOUSING,68.9
KA_KODAGU,IRRIGATION,58.9
KA_KODAGU,TRANSPORT,57.9
KL_ERNAKULAM,WATER_SUPPLY,74.5
KL_ERNAKULAM,SANITATION,70.5
KL_ERNAKULAM,ROADS,66.5
KL_ERNAKULAM,ELECTRICITY,80.5
KL_ERNAKULAM,HEALTH,74.5
KL_ERNAKULAM,EDUCATION,66.5
KL_ERNAKULAM,DIGITAL,73.5
KL_ERNAKULAM,HOUSING,84.5
KL_ERNAKULAM,IRRIGATION,82.5
KL_ERNAKULAM,TRANSPORT,77.5
KL_THIRUVANANTHAPURAM,WATER_SUPPLY,67.8
KL_THIRUVANANTHAPURAM,SANITATION,64.8
KL_THIRUVANANTHAPURAM,ROADS,76.8
KL_THIRUVANANTHAPURAM,ELECTRICITY,66.8
KL_THIRUVANANTHAPURAM,HEALTH,75.8
KL_THIRUVANANTHAPURAM,EDUCATION,76.8
KL_THIRUVANANTHAPURAM,DIGITAL,66.8
KL_THIRUVANANTHAPURAM,HOUSING,74.8
KL_THIRUVANANTHAPURAM,IRRIGATION,69.8
KL_THIRUVANANTHAPURAM,TRANSPORT,80.8
KL_KOZHIKODE,WATER_SUPPLY,74.9
KL_KOZHIKODE,SANITATION,84.9
KL_KOZHIKODE,ROADS,64.9
KL_KOZHIKODE,ELECTRICITY,66.9
KL_KOZHIKODE,HEALTH,67.9
KL_KOZHIKODE,EDUCATION,75.9
KL_KOZHIKODE,DIGITAL,83.9
KL_KOZHIKODE,HOUSING,66.9
KL_KOZHIKODE,IRRIGATION,61.9
KL_KOZHIKODE,TRANSPORT,81.9
KL_THRISSUR,WATER_SUPPLY,60.0
KL_THRISSUR,SANITATION,60.0
KL_THRISSUR,ROADS,63.0
KL_THRISSUR,ELECTRICITY,63.0
KL_THRISSUR,HEALTH,77.0
KL_THRISSUR,EDUCATION,63.0
KL_THRISSUR,DIGITAL,68.0
KL_THRISSUR,HOUSING,63.0
KL_THRISSUR,IRRIGATION,73.0
KL_THRISSUR,TRANSPORT,69.0
KL_KOLLAM,WATER_SUPPLY,78.3
KL_KOLLAM,SANITATION,66.3
KL_KOLLAM,ROADS,79.3
KL_KOLLAM,ELECTRICITY,59.3
KL_KOLLAM,HEALTH,69.3
KL_KOLLAM,EDUCATION,68.3
KL_KOLLAM,DIGITAL,61.3
KL_KOLLAM,HOUSING,80.3
KL_KOLLAM,IRRIGATION,70.3
KL_KOLLAM,TRANSPORT,79.3
KL_KANNUR,WATER_SUPPLY,78.1
KL_KANNUR,SANITATION,68.1
KL_KANNUR,ROADS,63.1
KL_KANNUR,ELECTRICITY,65.1
KL_KANNUR,HEALTH,59.1
KL_KANNUR,EDUCATION,65.1
KL_KANNUR,DIGITAL,75.1
KL_KANNUR,HOUSING,81.1
KL_KANNUR,IRRIGATION,78.1
KL_KANNUR,TRANSPORT,83.1
KL_ALAPPUZHA,WATER_SUPPLY,80.4
KL_ALAPPUZHA,SANITATION,71.4
KL_ALAPPUZHA,ROADS,67.4
KL_ALAPPUZHA,ELECTRICITY,66.4
KL_ALAPPUZHA,HEALTH,74.4
KL_ALAPPUZHA,EDUCATION,60.4
KL_ALAPPUZHA,DIGITAL,75.4
KL_ALAPPUZHA,HOUSING,66.4
KL_ALAPPUZHA,IRRIGATION,57.4
KL_ALAPPUZHA,TRANSPORT,76.4
KL_KOTTAYAM,WATER_SUPPLY,72.6
KL_KOTTAYAM,SANITATION,68.6
KL_KOTTAYAM,ROADS,63.6
KL_KOTTAYAM,ELECTRICITY,75.6
KL_KOTTAYAM,HEALTH,77.6
KL_KOTTAYAM,EDUCATION,83.6
KL_KOTTAYAM,DIGITAL,82.6
KL_KOTTAYAM,HOUSING,76.6
KL_KOTTAYAM,IRRIGATION,87.6
KL_KOTTAYAM,TRANSPORT,75.6
KL_MALAPPURAM,WATER_SUPPLY,75.6
KL_MALAPPURAM,SANITATION,64.6
KL_MALAPPURAM,ROADS,72.6
KL_MALAPPURAM,ELECTRICITY,74.6
KL_MALAPPURAM,HEALTH,76.6
KL_MALAPPURAM,EDUCATION,67.6
KL_MALAPPURAM,DIGITAL,60.6
KL_MALAPPURAM,HOUSING,56.6
KL_MALAPPURAM,IRRIGATION,60.6
KL_MALAPPURAM,TRANSPORT,68.6
KL_PALAKKAD,WATER_SUPPLY,54.3
KL_PALAKKAD,SANITATION,64.3
KL_PALAKKAD,ROADS,60.3
KL_PALAKKAD,ELECTRICITY,69.3
KL_PALAKKAD,HEALTH,70.3
KL_PALAKKAD,EDUCATION,57.3
KL_PALAKKAD,DIGITAL,63.3
KL_PALAKKAD,HOUSING,55.3
KL_PALAKKAD,IRRIGATION,50.3
KL_PALAKKAD,TRANSPORT,48.3
KL_WAYANAD,WATER_SUPPLY,71.0
KL_WAYANAD,SANITATION,68.0
KL_WAYANAD,ROADS,70.0
KL_WAYANAD,ELECTRICITY,55.0
KL_WAYANAD,HEALTH,65.0
KL_WAYANAD,EDUCATION,52.0
KL_WAYANAD,DIGITAL,54.0
KL_WAYANAD,HOUSING,62.0
KL_WAYANAD,IRRIGATION,64.0
KL_WAYANAD,TRANSPORT,57.0
KL_KASARAGOD,WATER_SUPPLY,56.9
KL_KASARAGOD,SANITATION,72.9
KL_KASARAGOD,ROADS,60.9
KL_KASARAGOD,ELECTRICITY,70.9
KL_KASARAGOD,HEALTH,52.9
KL_KASARAGOD,EDUCATION,53.9
KL_KASARAGOD,DIGITAL,64.9
KL_KASARAGOD,HOUSING,62.9
KL_KASARAGOD,IRRIGATION,62.9
KL_KASARAGOD,TRANSPORT,69.9
KL_PATHANAMTHITTA,WATER_SUPPLY,64.7
KL_PATHANAMTHITTA,SANITATION,72.7
KL_PATHANAMTHITTA,ROADS,62.7
KL_PATHANAMTHITTA,ELECTRICITY,84.7
KL_PATHANAMTHITTA,HEALTH,78.7
KL_PATHANAMTHITTA,EDUCATION,83.7
KL_PATHANAMTHITTA,DIGITAL,68.7
KL_PATHANAMTHITTA,HOUSING,64.7
KL_PATHANAMTHITTA,IRRIGATION,81.7
KL_PATHANAMTHITTA,TRANSPORT,82.7
KL_IDUKKI,WATER_SUPPLY,68.1
KL_IDUKKI,SANITATION,59.1
KL_IDUKKI,ROADS,70.1
KL_IDUKKI,ELECTRICITY,57.1
KL_IDUKKI,HEALTH,61.1
KL_IDUKKI,EDUCATION,60.1
KL_IDUKKI,DIGITAL,50.1
KL_IDUKKI,HOUSING,54.1
KL_IDUKKI,IRRIGATION,65.1
KL_IDUKKI,TRANSPORT,63.1
MH_MUMBAI_CITY,WATER_SUPPLY,68.8
MH_MUMBAI_CITY,SANITATION,64.8
MH_MUMBAI_CITY,ROADS,81.8
MH_MUMBAI_CITY,ELECTRICITY,83.8
MH_MUMBAI_CITY,HEALTH,81.8
MH_MUMBAI_CITY,EDUCATION,62.8
MH_MUMBAI_CITY,DIGITAL,77.8
MH_MUMBAI_CITY,HOUSING,62.8
MH_MUMBAI_CITY,IRRIGATION,74.8
MH_MUMBAI_CITY,TRANSPORT,65.8
MH_MUMBAI_SUB,WATER_SUPPLY,69.6
MH_MUMBAI_SUB,SANITATION,75.6
MH_MUMBAI_SUB,ROADS,86.6
MH_MUMBAI_SUB,ELECTRICITY,73.6
MH_MUMBAI_SUB,HEALTH,77.6
MH_MUMBAI_SUB,EDUCATION,76.6
MH_MUMBAI_SUB,DIGITAL,71.6
MH_MUMBAI_SUB,HOUSING,72.6
MH_MUMBAI_SUB,IRRIGATION,67.6
MH_MUMBAI_SUB,TRANSPORT,73.6
MH_PUNE,WATER_SUPPLY,64.9
MH_PUNE,SANITATION,65.9
MH_PUNE,ROADS,83.9
MH_PUNE,ELECTRICITY,84.9
MH_PUNE,HEALTH,77.9
MH_PUNE,EDUCATION,73.9
MH_PUNE,DIGITAL,84.9
MH_PUNE,HOUSING,71.9
MH_PUNE,IRRIGATION,67.9
MH_PUNE,TRANSPORT,80.9
MH_THANE,WATER_SUPPLY,79.2
MH_THANE,SANITATION,77.2
MH_THANE,ROADS,67.2
MH_THANE,ELECTRICITY,78.2
MH_THANE,HEALTH,70.2
MH_THANE,EDUCATION,62.2
MH_THANE,DIGITAL,62.2
MH_THANE,HOUSING,62.2
MH_THANE,IRRIGATION,60.2
MH_THANE,TRANSPORT,61.2
MH_NAGPUR,WATER_SUPPLY,58.7
MH_NAGPUR,SANITATION,58.7
MH_NAGPUR,ROADS,74.7
MH_NAGPUR,ELECTRICITY,63.7
MH_NAGPUR,HEALTH,66.7
MH_NAGPUR,EDUCATION,58.7
MH_NAGPUR,DIGITAL,68.7
MH_NAGPUR,HOUSING,65.7
MH_NAGPUR,IRRIGATION,70.7
MH_NAGPUR,TRANSPORT,63.7
MH_NASHIK,WATER_SUPPLY,65.5
MH_NASHIK,SANITATION,59.5
MH_NASHIK,ROADS,49.5
MH_NASHIK,ELECTRICITY,61.5
MH_NASHIK,HEALTH,47.5
MH_NASHIK,EDUCATION,50.5
MH_NASHIK,DIGITAL,47.5
MH_NASHIK,HOUSING,63.5
MH_NASHIK,IRRIGATION,65.5
MH_NASHIK,TRANSPORT,51.5
MH_RAIGAD,WATER_SUPPLY,76.8
MH_RAIGAD,SANITATION,70.8
MH_RAIGAD,ROADS,58.8
MH_RAIGAD,ELECTRICITY,64.8
MH_RAIGAD,HEALTH,59.8
MH_RAIGAD,EDUCATION,65.8
MH_RAIGAD,DIGITAL,74.8
MH_RAIGAD,HOUSING,57.8
MH_RAIGAD,IRRIGATION,54.8
MH_RAIGAD,TRANSPORT,67.8
MH_AURANGABAD,WATER_SUPPLY,44.8
MH_AURANGABAD,SANITATION,63.8
MH_AURANGABAD,ROADS,46.8
MH_AURANGABAD,ELECTRICITY,57.8
MH_AURANGABAD,HEALTH,47.8
MH_AURANGABAD,EDUCATION,43.8
MH_AURANGABAD,DIGITAL,67.8
MH_AURANGABAD,HOUSING,57.8
MH_AURANGABAD,IRRIGATION,61.8
MH_AURANGABAD,TRANSPORT,46.8
MH_SOLAPUR,WATER_SUPPLY,58.2
MH_SOLAPUR,SANITATION,50.2
MH_SOLAPUR,ROADS,40.2
MH_SOLAPUR,ELECTRICITY,44.2
MH_SOLAPUR,HEALTH,43.2
MH_SOLAPUR,EDUCATION,41.2
MH_SOLAPUR,DIGITAL,57.2
MH_SOLAPUR,HOUSING,40.2
MH_SOLAPUR,IRRIGATION,57.2
MH_SOLAPUR,TRANSPORT,47.2
MH_KOLHAPUR,WATER_SUPPLY,56.4
MH_KOLHAPUR,SANITATION,54.4
MH_KOLHAPUR,ROADS,53.4
MH_KOLHAPUR,ELECTRICITY,61.4
MH_KOLHAPUR,HEALTH,50.4
MH_KOLHAPUR,EDUCATION,63.4
MH_KOLHAPUR,DIGITAL,61.4
MH_KOLHAPUR,HOUSING,47.4
MH_KOLHAPUR,IRRIGATION,56.4
MH_KOLHAPUR,TRANSPORT,65.4
MH_AMRAVATI,WATER_SUPPLY,70.3
MH_AMRAVATI,SANITATION,69.3
MH_AMRAVATI,ROADS,61.3
MH_AMRAVATI,ELECTRICITY,61.3
MH_AMRAVATI,HEALTH,57.3
MH_AMRAVATI,EDUCATION,60.3
MH_AMRAVATI,DIGITAL,64.3
MH_AMRAVATI,HOUSING,65.3
MH_AMRAVATI,IRRIGATION,66.3
MH_AMRAVATI,TRANSPORT,69.3
MH_NANDED,WATER_SUPPLY,34.9
MH_NANDED,SANITATION,47.9
MH_NANDED,ROADS,38.9
MH_NANDED,ELECTRICITY,33.9
MH_NANDED,HEALTH,44.9
MH_NANDED,EDUCATION,52.9
MH_NANDED,DIGITAL,42.9
MH_NANDED,HOUSING,56.9
MH_NANDED,IRRIGATION,54.9
MH_NANDED,TRANSPORT,34.9
MH_SANGLI,WATER_SUPPLY,65.5
MH_SANGLI,SANITATION,48.5
MH_SANGLI,ROADS,54.5
MH_SANGLI,ELECTRICITY,64.5
MH_SANGLI,HEALTH,52.5
MH_SANGLI,EDUCATION,57.5
MH_SANGLI,DIGITAL,70.5
MH_SANGLI,HOUSING,52.5
MH_SANGLI,IRRIGATION,54.5
MH_SANGLI,TRANSPORT,53.5
MH_JALGAON,WATER_SUPPLY,54.3
MH_JALGAON,SANITATION,54.3
MH_JALGAON,ROADS,56.3
MH_JALGAON,ELECTRICITY,55.3
MH_JALGAON,HEALTH,42.3
MH_JALGAON,EDUCATION,63.3
MH_JALGAON,DIGITAL,61.3
MH_JALGAON,HOUSING,40.3
MH_JALGAON,IRRIGATION,55.3
MH_JALGAON,TRANSPORT,48.3
MH_AKOLA,WATER_SUPPLY,58.2
MH_AKOLA,SANITATION,51.2
MH_AKOLA,ROADS,57.2
MH_AKOLA,ELECTRICITY,72.2
MH_AKOLA,HEALTH,51.2
MH_AKOLA,EDUCATION,73.2
MH_AKOLA,DIGITAL,73.2
MH_AKOLA,HOUSING,69.2
MH_AKOLA,IRRIGATION,69.2
MH_AKOLA,TRANSPORT,50.2
MH_LATUR,WATER_SUPPLY,47.4
MH_LATUR,SANITATION,53.4
MH_LATUR,ROADS,40.4
MH_LATUR,ELECTRICITY,55.4
MH_LATUR,HEALTH,43.4
MH_LATUR,EDUCATION,44.4
MH_LATUR,DIGITAL,49.4
MH_LATUR,HOUSING,62.4
MH_LATUR,IRRIGATION,41.4
MH_LATUR,TRANSPORT,41.4
MH_DHULE,WATER_SUPPLY,56.0
MH_DHULE,SANITATION,47.0
MH_DHULE,ROADS,36.0
MH_DHULE,ELECTRICITY,51.0
MH_DHULE,HEALTH,48.0
MH_DHULE,EDUCATION,52.0
MH_DHULE,DIGITAL,39.0
MH_DHULE,HOUSING,40.0
MH_DHULE,IRRIGATION,40.0
MH_DHULE,TRANSPORT,45.0
MH_AHMEDNAGAR,WATER_SUPPLY,56.1
MH_AHMEDNAGAR,SANITATION,65.1
MH_AHMEDNAGAR,ROADS,62.1
MH_AHMEDNAGAR,ELECTRICITY,61.1
MH_AHMEDNAGAR,HEALTH,49.1
MH_AHMEDNAGAR,EDUCATION,49.1
MH_AHMEDNAGAR,DIGITAL,49.1
MH_AHMEDNAGAR,HOUSING,57.1
MH_AHMEDNAGAR,IRRIGATION,46.1
MH_AHMEDNAGAR,TRANSPORT,51.1
MH_CHANDRAPUR,WATER_SUPPLY,57.2
MH_CHANDRAPUR,SANITATION,46.2
MH_CHANDRAPUR,ROADS,44.2
MH_CHANDRAPUR,ELECTRICITY,49.2
MH_CHANDRAPUR,HEALTH,61.2
MH_CHANDRAPUR,EDUCATION,48.2
MH_CHANDRAPUR,DIGITAL,47.2
MH_CHANDRAPUR,HOUSING,47.2
MH_CHANDRAPUR,IRRIGATION,60.2
MH_CHANDRAPUR,TRANSPORT,56.2
MH_NANDURBAR,WATER_SUPPLY,36.0
MH_NANDURBAR,SANITATION,16.0
MH_NANDURBAR,ROADS,26.0
MH_NANDURBAR,ELECTRICITY,21.0
MH_NANDURBAR,HEALTH,28.0
MH_NANDURBAR,EDUCATION,35.0
MH_NANDURBAR,DIGITAL,16.0
MH_NANDURBAR,HOUSING,39.0
MH_NANDURBAR,IRRIGATION,26.0
MH_NANDURBAR,TRANSPORT,25.0
MH_GADCHIROLI,WATER_SUPPLY,26.6
MH_GADCHIROLI,SANITATION,21.6
MH_GADCHIROLI,ROADS,18.6
MH_GADCHIROLI,ELECTRICITY,39.6
MH_GADCHIROLI,HEALTH,38.6
MH_GADCHIROLI,EDUCATION,26.6
MH_GADCHIROLI,DIGITAL,31.6
MH_GADCHIROLI,HOUSING,34.6
MH_GADCHIROLI,IRRIGATION,24.6
MH_GADCHIROLI,TRANSPORT,18.6
MH_OSMANABAD,WATER_SUPPLY,39.9
MH_OSMANABAD,SANITATION,43.9
MH_OSMANABAD,ROADS,49.9
MH_OSMANABAD,ELECTRICITY,34.9
MH_OSMANABAD,HEALTH,54.9
MH_OSMANABAD,EDUCATION,47.9
MH_OSMANABAD,DIGITAL,46.9
MH_OSMANABAD,HOUSING,35.9
MH_OSMANABAD,IRRIGATION,42.9
MH_OSMANABAD,TRANSPORT,42.9
MH_PALGHAR,WATER_SUPPLY,44.8
MH_PALGHAR,SANITATION,52.8
MH_PALGHAR,ROADS,38.8
MH_PALGHAR,ELECTRICITY,43.8
MH_PALGHAR,HEALTH,34.8
MH_PALGHAR,EDUCATION,34.8
MH_PALGHAR,DIGITAL,44.8
MH_PALGHAR,HOUSING,55.8
MH_PALGHAR,IRRIGATION,48.8
MH_PALGHAR,TRANSPORT,48.8
MH_SATARA,WATER_SUPPLY,72.3
MH_SATARA,SANITATION,67.3
MH_SATARA,ROADS,50.3
MH_SATARA,ELECTRICITY,64.3
MH_SATARA,HEALTH,52.3
MH_SATARA,EDUCATION,50.3
MH_SATARA,DIGITAL,67.3
MH_SATARA,HOUSING,53.3
MH_SATARA,IRRIGATION,68.3
MH_SATARA,TRANSPORT,48.3
DL_NEW_DELHI,WATER_SUPPLY,71.3
DL_NEW_DELHI,SANITATION,75.3
DL_NEW_DELHI,ROADS,76.3
DL_NEW_DELHI,ELECTRICITY,71.3
DL_NEW_DELHI,HEALTH,90.3
DL_NEW_DELHI,EDUCATION,76.3
DL_NEW_DELHI,DIGITAL,67.3
DL_NEW_DELHI,HOUSING,74.3
DL_NEW_DELHI,IRRIGATION,89.3
DL_NEW_DELHI,TRANSPORT,84.3
DL_CENTRAL_DELHI,WATER_SUPPLY,62.0
DL_CENTRAL_DELHI,SANITATION,70.0
DL_CENTRAL_DELHI,ROADS,63.0
DL_CENTRAL_DELHI,ELECTRICITY,62.0
DL_CENTRAL_DELHI,HEALTH,81.0
DL_CENTRAL_DELHI,EDUCATION,65.0
DL_CENTRAL_DELHI,DIGITAL,64.0
DL_CENTRAL_DELHI,HOUSING,83.0
DL_CENTRAL_DELHI,IRRIGATION,66.0
DL_CENTRAL_DELHI,TRANSPORT,69.0
DL_SOUTH_DELHI,WATER_SUPPLY,66.7
DL_SOUTH_DELHI,SANITATION,70.7
DL_SOUTH_DELHI,ROADS,74.7
DL_SOUTH_DELHI,ELECTRICITY,72.7
DL_SOUTH_DELHI,HEALTH,69.7
DL_SOUTH_DELHI,EDUCATION,76.7
DL_SOUTH_DELHI,DIGITAL,73.7
DL_SOUTH_DELHI,HOUSING,63.7
DL_SOUTH_DELHI,IRRIGATION,80.7
DL_SOUTH_DELHI,TRANSPORT,85.7
DL_NORTH_WEST_DELHI,WATER_SUPPLY,60.6
DL_NORTH_WEST_DELHI,SANITATION,61.6
DL_NORTH_WEST_DELHI,ROADS,67.6
DL_NORTH_WEST_DELHI,ELECTRICITY,73.6
DL_NORTH_WEST_DELHI,HEALTH,57.6
DL_NORTH_WEST_DELHI,EDUCATION,71.6
DL_NORTH_WEST_DELHI,DIGITAL,70.6
DL_NORTH_WEST_DELHI,HOUSING,62.6
DL_NORTH_WEST_DELHI,IRRIGATION,77.6
DL_NORTH_WEST_DELHI,TRANSPORT,66.6
DL_EAST_DELHI,WATER_SUPPLY,76.8
DL_EAST_DELHI,SANITATION,78.8
DL_EAST_DELHI,ROADS,61.8
DL_EAST_DELHI,ELECTRICITY,80.8
DL_EAST_DELHI,HEALTH,83.8
DL_EAST_DELHI,EDUCATION,79.8
DL_EAST_DELHI,DIGITAL,76.8
DL_EAST_DELHI,HOUSING,73.8
DL_EAST_DELHI,IRRIGATION,62.8
DL_EAST_DELHI,TRANSPORT,71.8
DL_WEST_DELHI,WATER_SUPPLY,76.0
DL_WEST_DELHI,SANITATION,84.0
DL_WEST_DELHI,ROADS,81.0
DL_WEST_DELHI,ELECTRICITY,65.0
DL_WEST_DELHI,HEALTH,72.0
DL_WEST_DELHI,EDUCATION,80.0
DL_WEST_DELHI,DIGITAL,84.0
DL_WEST_DELHI,HOUSING,67.0
DL_WEST_DELHI,IRRIGATION,65.0
DL_WEST_DELHI,TRANSPORT,77.0
AP_VISAKHAPATNAM,WATER_SUPPLY,51.9
AP_VISAKHAPATNAM,SANITATION,59.9
AP_VISAKHAPATNAM,ROADS,45.9
AP_VISAKHAPATNAM,ELECTRICITY,63.9
AP_VISAKHAPATNAM,HEALTH,55.9
AP_VISAKHAPATNAM,EDUCATION,59.9
AP_VISAKHAPATNAM,DIGITAL,46.9
AP_VISAKHAPATNAM,HOUSING,52.9
AP_VISAKHAPATNAM,IRRIGATION,45.9
AP_VISAKHAPATNAM,TRANSPORT,66.9
AP_NTR,WATER_SUPPLY,61.3
AP_NTR,SANITATION,67.3
AP_NTR,ROADS,60.3
AP_NTR,ELECTRICITY,51.3
AP_NTR,HEALTH,71.3
AP_NTR,EDUCATION,62.3
AP_NTR,DIGITAL,53.3
AP_NTR,HOUSING,55.3
AP_NTR,IRRIGATION,60.3
AP_NTR,TRANSPORT,56.3
AP_GUNTUR,WATER_SUPPLY,59.3
AP_GUNTUR,SANITATION,51.3
AP_GUNTUR,ROADS,44.3
AP_GUNTUR,ELECTRICITY,53.3
AP_GUNTUR,HEALTH,43.3
AP_GUNTUR,EDUCATION,48.3
AP_GUNTUR,DIGITAL,50.3
AP_GUNTUR,HOUSING,41.3
AP_GUNTUR,IRRIGATION,57.3
AP_GUNTUR,TRANSPORT,43.3
AP_TIRUPATI,WATER_SUPPLY,53.9
AP_TIRUPATI,SANITATION,60.9
AP_TIRUPATI,ROADS,44.9
AP_TIRUPATI,ELECTRICITY,44.9
AP_TIRUPATI,HEALTH,46.9
AP_TIRUPATI,EDUCATION,58.9
AP_TIRUPATI,DIGITAL,53.9
AP_TIRUPATI,HOUSING,48.9
AP_TIRUPATI,IRRIGATION,42.9
AP_TIRUPATI,TRANSPORT,63.9
AP_KURNOOL,WATER_SUPPLY,45.4
AP_KURNOOL,SANITATION,39.4
AP_KURNOOL,ROADS,44.4
AP_KURNOOL,ELECTRICITY,50.4
AP_KURNOOL,HEALTH,29.4
AP_KURNOOL,EDUCATION,52.4
AP_KURNOOL,DIGITAL,29.4
AP_KURNOOL,HOUSING,47.4
AP_KURNOOL,IRRIGATION,45.4
AP_KURNOOL,TRANSPORT,53.4
AP_SPSR_NELLORE,WATER_SUPPLY,39.5
AP_SPSR_NELLORE,SANITATION,50.5
AP_SPSR_NELLORE,ROADS,37.5
AP_SPSR_NELLORE,ELECTRICITY,42.5
AP_SPSR_NELLORE,HEALTH,53.5
AP_SPSR_NELLORE,EDUCATION,51.5
AP_SPSR_NELLORE,DIGITAL,37.5
AP_SPSR_NELLORE,HOUSING,47.5
AP_SPSR_NELLORE,IRRIGATION,45.5
AP_SPSR_NELLORE,TRANSPORT,46.5
AP_KAKINADA,WATER_SUPPLY,60.1
AP_KAKINADA,SANITATION,64.1
AP_KAKINADA,ROADS,60.1
AP_KAKINADA,ELECTRICITY,41.1
AP_KAKINADA,HEALTH,46.1
AP_KAKINADA,EDUCATION,60.1
AP_KAKINADA,DIGITAL,63.1
AP_KAKINADA,HOUSING,50.1
AP_KAKINADA,IRRIGATION,57.1
AP_KAKINADA,TRANSPORT,43.1
AP_EAST_GODAVARI,WATER_SUPPLY,61.2
AP_EAST_GODAVARI,SANITATION,57.2
AP_EAST_GODAVARI,ROADS,52.2
AP_EAST_GODAVARI,ELECTRICITY,58.2
AP_EAST_GODAVARI,HEALTH,42.2
AP_EAST_GODAVARI,EDUCATION,60.2
AP_EAST_GODAVARI,DIGITAL,64.2
AP_EAST_GODAVARI,HOUSING,43.2
AP_EAST_GODAVARI,IRRIGATION,41.2
AP_EAST_GODAVARI,TRANSPORT,44.2
AP_VIZIANAGARAM,WATER_SUPPLY,37.6
AP_VIZIANAGARAM,SANITATION,28.6
AP_VIZIANAGARAM,ROADS,27.6
AP_VIZIANAGARAM,ELECTRICITY,19.6
AP_VIZIANAGARAM,HEALTH,33.6
AP_VIZIANAGARAM,EDUCATION,34.6
AP_VIZIANAGARAM,DIGITAL,21.6
AP_VIZIANAGARAM,HOUSING,34.6
AP_VIZIANAGARAM,IRRIGATION,29.6
AP_VIZIANAGARAM,TRANSPORT,20.6
AP_ANANTAPUR,WATER_SUPPLY,49.2
AP_ANANTAPUR,SANITATION,35.2
AP_ANANTAPUR,ROADS,37.2
AP_ANANTAPUR,ELECTRICITY,50.2
AP_ANANTAPUR,HEALTH,49.2
AP_ANANTAPUR,EDUCATION,50.2
AP_ANANTAPUR,DIGITAL,50.2
AP_ANANTAPUR,HOUSING,54.2
AP_ANANTAPUR,IRRIGATION,37.2
AP_ANANTAPUR,TRANSPORT,42.2
AP_YSR_KADAPA,WATER_SUPPLY,47.9
AP_YSR_KADAPA,SANITATION,46.9
AP_YSR_KADAPA,ROADS,36.9
AP_YSR_KADAPA,ELECTRICITY,44.9
AP_YSR_KADAPA,HEALTH,44.9
AP_YSR_KADAPA,EDUCATION,43.9
AP_YSR_KADAPA,DIGITAL,53.9
AP_YSR_KADAPA,HOUSING,42.9
AP_YSR_KADAPA,IRRIGATION,47.9
AP_YSR_KADAPA,TRANSPORT,52.9
TG_HYDERABAD,WATER_SUPPLY,63.8
TG_HYDERABAD,SANITATION,78.8
TG_HYDERABAD,ROADS,69.8
TG_HYDERABAD,ELECTRICITY,69.8
TG_HYDERABAD,HEALTH,69.8
TG_HYDERABAD,EDUCATION,83.8
TG_HYDERABAD,DIGITAL,73.8
TG_HYDERABAD,HOUSING,76.8
TG_HYDERABAD,IRRIGATION,77.8
TG_HYDERABAD,TRANSPORT,70.8
TG_WARANGAL,WATER_SUPPLY,67.8
TG_WARANGAL,SANITATION,49.8
TG_WARANGAL,ROADS,62.8
TG_WARANGAL,ELECTRICITY,67.8
TG_WARANGAL,HEALTH,62.8
TG_WARANGAL,EDUCATION,55.8
TG_WARANGAL,DIGITAL,59.8
TG_WARANGAL,HOUSING,50.8
TG_WARANGAL,IRRIGATION,55.8
TG_WARANGAL,TRANSPORT,53.8
TG_HANUMAKONDA,WATER_SUPPLY,55.6
TG_HANUMAKONDA,SANITATION,48.6
TG_HANUMAKONDA,ROADS,66.6
TG_HANUMAKONDA,ELECTRICITY,66.6
TG_HANUMAKONDA,HEALTH,52.6
TG_HANUMAKONDA,EDUCATION,46.6
TG_HANUMAKONDA,DIGITAL,46.6
TG_HANUMAKONDA,HOUSING,57.6
TG_HANUMAKONDA,IRRIGATION,60.6
TG_HANUMAKONDA,TRANSPORT,54.6
TG_NIZAMABAD,WATER_SUPPLY,35.6
TG_NIZAMABAD,SANITATION,34.6
TG_NIZAMABAD,ROADS,43.6
TG_NIZAMABAD,ELECTRICITY,39.6
TG_NIZAMABAD,HEALTH,30.6
TG_NIZAMABAD,EDUCATION,37.6
TG_NIZAMABAD,DIGITAL,42.6
TG_NIZAMABAD,HOUSING,30.6
TG_NIZAMABAD,IRRIGATION,51.6
TG_NIZAMABAD,TRANSPORT,48.6
TG_KARIMNAGAR,WATER_SUPPLY,49.6
TG_KARIMNAGAR,SANITATION,53.6
TG_KARIMNAGAR,ROADS,41.6
TG_KARIMNAGAR,ELECTRICITY,57.6
TG_KARIMNAGAR,HEALTH,46.6
TG_KARIMNAGAR,EDUCATION,45.6
TG_KARIMNAGAR,DIGITAL,60.6
TG_KARIMNAGAR,HOUSING,60.6
TG_KARIMNAGAR,IRRIGATION,52.6
TG_KARIMNAGAR,TRANSPORT,41.6
TG_KHAMMAM,WATER_SUPPLY,49.1
TG_KHAMMAM,SANITATION,50.1
TG_KHAMMAM,ROADS,39.1
TG_KHAMMAM,ELECTRICITY,42.1
TG_KHAMMAM,HEALTH,43.1
TG_KHAMMAM,EDUCATION,51.1
TG_KHAMMAM,DIGITAL,36.1
TG_KHAMMAM,HOUSING,33.1
TG_KHAMMAM,IRRIGATION,52.1
TG_KHAMMAM,TRANSPORT,35.1
TG_ADILABAD,WATER_SUPPLY,16.8
TG_ADILABAD,SANITATION,29.8
TG_ADILABAD,ROADS,16.8
