alias,district_code,kind
amritsar,PB_AMRITSAR,city
jalandhar,PB_JALANDHAR,city
patiala,PB_PATIALA,city
mohali,PB_SAS_NAGAR,city
jamshedpur,JH_EAST_SINGHBHUM,city
tatanagar,JH_EAST_SINGHBHUM,alt_name
dhanbad,JH_DHANBAD,city
bokaro,JH_BOKARO,city
bhilai,CG_DURG,city
bilaspur,CG_BILASPUR,city
silchar,AS_CACHAR,city
dehradun,UK_DEHRADUN,city
haridwar,UK_HARIDWAR,city
rishikesh,UK_DEHRADUN,city
haldwani,UK_NAINITAL,city
shimla,HP_SHIMLA,city
dharamshala,HP_KANGRA,city
jammu,JK_JAMMU,city
panaji,GA_NORTH_GOA,city
panjim,GA_NORTH_GOA,alt_name
margao,GA_SOUTH_GOA,city
madgaon,GA_SOUTH_GOA,alt_name
puducherry,PY_PUDUCHERRY,city
pondicherry,PY_PUDUCHERRY,alt_name
port blair,AN_SOUTH_ANDAMAN,city
agartala,TR_WEST_TRIPURA,city
imphal,MN_IMPHAL_WEST,city
shillong,ML_EAST_KHASI_HILLS,city
aizawl,MZ_AIZAWL,city
kohima,NL_KOHIMA,city
itanagar,AR_PAPUM_PARE,city
gangtok,SK_EAST_SIKKIM,city
leh,LA_LEH,city
